id,dish
"('Graph19', 10)",0
"('Graph21', 164)",4
"('Graph93', 59)",0
"('Graph34', 117)",0
"('Graph51', 126)",3
"('Graph38', 120)",4
"('Graph27', 142)",4
"('Graph49', 191)",2
"('Graph88', 133)",0
"('Graph32', 62)",0
"('Graph91', 136)",3
"('Graph43', 113)",4
"('Graph9', 134)",1
"('Graph63', 180)",2
"('Graph93', 136)",0
"('Graph64', 185)",2
"('Graph69', 147)",5
"('Graph51', 15)",3
"('Graph68', 190)",1
"('Graph71', 106)",5
"('Graph3', 108)",2
"('Graph49', 46)",1
"('Graph17', 178)",0
"('Graph77', 101)",3
"('Graph88', 18)",0
"('Graph9', 55)",5
"('Graph65', 103)",4
"('Graph24', 59)",5
"('Graph34', 151)",0
"('Graph69', 98)",5
"('Graph64', 153)",1
"('Graph84', 38)",2
"('Graph22', 14)",4
"('Graph89', 200)",0
"('Graph18', 108)",2
"('Graph5', 35)",3
"('Graph43', 151)",5
"('Graph87', 76)",5
"('Graph92', 67)",4
"('Graph37', 37)",3
"('Graph27', 168)",1
"('Graph68', 117)",1
"('Graph28', 93)",5
"('Graph99', 167)",3
"('Graph12', 157)",0
"('Graph71', 81)",4
"('Graph3', 142)",2
"('Graph84', 183)",3
"('Graph27', 38)",1
"('Graph5', 144)",3
"('Graph91', 153)",1
"('Graph62', 182)",3
"('Graph92', 178)",4
"('Graph37', 86)",3
"('Graph50', 111)",5
"('Graph11', 67)",5
"('Graph85', 117)",0
"('Graph76', 9)",0
"('Graph89', 120)",0
"('Graph17', 93)",0
"('Graph4', 104)",2
"('Graph44', 102)",4
"('Graph8', 103)",0
"('Graph36', 146)",5
"('Graph37', 199)",3
"('Graph11', 44)",5
"('Graph2', 81)",5
"('Graph71', 60)",4
"('Graph27', 18)",3
"('Graph76', 152)",0
"('Graph59', 120)",0
"('Graph45', 178)",4
"('Graph68', 120)",0
"('Graph36', 1)",3
"('Graph57', 62)",0
"('Graph10', 148)",0
"('Graph23', 181)",3
"('Graph86', 180)",1
"('Graph97', 133)",1
"('Graph29', 1)",4
"('Graph7', 145)",3
"('Graph45', 37)",3
"('Graph73', 106)",4
"('Graph86', 5)",0
"('Graph63', 89)",2
"('Graph58', 135)",4
"('Graph99', 127)",1
"('Graph7', 2)",3
"('Graph82', 56)",0
"('Graph90', 44)",5
"('Graph63', 55)",0
"('Graph10', 114)",0
"('Graph84', 43)",5
"('Graph99', 178)",1
"('Graph60', 47)",3
"('Graph58', 22)",5
"('Graph46', 148)",5
"('Graph7', 115)",3
"('Graph24', 114)",3
"('Graph31', 105)",0
"('Graph56', 28)",3
"('Graph95', 134)",0
"('Graph66', 187)",4
"('Graph96', 161)",0
"('Graph99', 195)",1
"('Graph15', 80)",0
"('Graph58', 101)",5
"('Graph46', 5)",5
"('Graph65', 44)",4
"('Graph56', 143)",1
"('Graph40', 107)",4
"('Graph95', 23)",0
"('Graph66', 200)",4
"('Graph82', 98)",0
"('Graph99', 108)",1
"('Graph60', 2)",3
"('Graph6', 44)",4
"('Graph75', 196)",4
"('Graph22', 154)",5
"('Graph72', 155)",4
"('Graph30', 98)",3
"('Graph55', 77)",4
"('Graph41', 161)",4
"('Graph19', 149)",1
"('Graph66', 89)",5
"('Graph53', 51)",2
"('Graph14', 159)",3
"('Graph79', 144)",3
"('Graph47', 74)",4
"('Graph6', 147)",2
"('Graph75', 85)",4
"('Graph61', 169)",4
"('Graph82', 118)",0
"('Graph60', 128)",3
"('Graph18', 76)",0
"('Graph41', 48)",4
"('Graph94', 160)",0
"('Graph98', 35)",1
"('Graph39', 129)",0
"('Graph53', 192)",1
"('Graph28', 108)",0
"('Graph60', 101)",3
"('Graph100', 50)",3
"('Graph75', 34)",4
"('Graph61', 88)",4
"('Graph54', 178)",0
"('Graph87', 133)",5
"('Graph94', 55)",0
"('Graph67', 34)",0
"('Graph98', 178)",1
"('Graph16', 197)",3
"('Graph14', 125)",4
"('Graph1', 74)",0
"('Graph74', 150)",3
"('Graph82', 26)",1
"('Graph33', 4)",1
"('Graph54', 33)",5
"('Graph42', 137)",5
"('Graph20', 79)",0
"('Graph81', 147)",3
"('Graph35', 106)",4
"('Graph21', 1)",4
"('Graph52', 11)",5
"('Graph39', 111)",0
"('Graph48', 32)",0
"('Graph1', 187)",0
"('Graph100', 93)",3
"('Graph33', 149)",3
"('Graph54', 80)",0
"('Graph42', 26)",4
"('Graph93', 70)",0
"('Graph16', 153)",1
"('Graph51', 193)",3
"('Graph52', 154)",5
"('Graph13', 12)",0
"('Graph12', 189)",1
"('Graph78', 5)",5
"('Graph48', 81)",0
"('Graph74', 72)",4
"('Graph32', 75)",0
"('Graph19', 22)",1
"('Graph27', 32)",4
"('Graph34', 81)",0
"('Graph23', 196)",4
"('Graph51', 82)",3
"('Graph38', 28)",5
"('Graph13', 157)",5
"('Graph49', 155)",2
"('Graph48', 198)",0
"('Graph60', 179)",3
"('Graph18', 170)",0
"('Graph43', 85)",5
"('Graph26', 44)",3
"('Graph9', 98)",5
"('Graph65', 180)",4
"('Graph93', 164)",0
"('Graph34', 192)",0
"('Graph69', 143)",4
"('Graph83', 74)",0
"('Graph38', 143)",5
"('Graph80', 191)",0
"('Graph3', 72)",2
"('Graph49', 10)",2
"('Graph77', 1)",3
"('Graph60', 88)",3
"('Graph25', 6)",1
"('Graph9', 19)",1
"('Graph65', 91)",4
"('Graph50', 173)",5
"('Graph69', 30)",4
"('Graph12', 46)",0
"('Graph23', 32)",5
"('Graph68', 99)",1
"('Graph84', 74)",2
"('Graph89', 186)",0
"('Graph77', 146)",3
"('Graph18', 72)",0
"('Graph5', 71)",3
"('Graph43', 139)",3
"('Graph26', 19)",3
"('Graph92', 103)",4
"('Graph37', 57)",3
"('Graph50', 60)",5
"('Graph62', 150)",3
"('Graph12', 177)",0
"('Graph85', 134)",0
"('Graph85', 105)",0
"('Graph28', 9)",5
"('Graph83', 18)",0
"('Graph23', 188)",3
"('Graph25', 91)",3
"('Graph4', 133)",0
"('Graph44', 53)",4
"('Graph5', 180)",3
"('Graph8', 200)",0
"('Graph36', 199)",3
"('Graph37', 170)",3
"('Graph50', 67)",4
"('Graph11', 127)",4
"('Graph2', 46)",5
"('Graph85', 17)",0
"('Graph76', 37)",0
"('Graph89', 92)",0
"('Graph19', 131)",0
"('Graph59', 139)",0
"('Graph4', 116)",0
"('Graph44', 66)",4
"('Graph11', 99)",4
"('Graph8', 123)",0
"('Graph36', 118)",3
"('Graph83', 4)",0
"('Graph2', 189)",5
"('Graph29', 182)",5
"('Graph71', 142)",5
"('Graph76', 180)",0
"('Graph67', 187)",0
"('Graph59', 28)",0
"('Graph45', 150)",3
"('Graph28', 106)",5
"('Graph57', 26)",0
"('Graph10', 176)",0
"('Graph60', 197)",3
"('Graph86', 168)",0
"('Graph97', 169)",1
"('Graph29', 37)",5
"('Graph80', 59)",0
"('Graph67', 90)",0
"('Graph7', 181)",3
"('Graph45', 9)",3
"('Graph79', 19)",4
"('Graph73', 14)",5
"('Graph31', 167)",0
"('Graph70', 30)",0
"('Graph23', 20)",4
"('Graph57', 171)",5
"('Graph10', 31)",0
"('Graph62', 192)",3
"('Graph17', 61)",0
"('Graph97', 98)",1
"('Graph58', 171)",5
"('Graph7', 38)",3
"('Graph24', 141)",1
"('Graph73', 159)",4
"('Graph63', 27)",0
"('Graph10', 110)",0
"('Graph96', 114)",0
"('Graph99', 174)",1
"('Graph26', 128)",5
"('Graph26', 96)",3
"('Graph58', 58)",4
"('Graph24', 30)",3
"('Graph31', 69)",0
"('Graph56', 96)",1
"('Graph40', 62)",4
"('Graph95', 186)",0
"('Graph66', 159)",5
"('Graph82', 119)",0
"('Graph62', 39)",3
"('Graph17', 24)",0
"('Graph15', 116)",0
"('Graph97', 57)",3
"('Graph6', 81)",2
"('Graph46', 97)",5
"('Graph72', 40)",4
"('Graph27', 134)",4
"('Graph55', 184)",4
"('Graph56', 147)",0
"('Graph40', 79)",3
"('Graph95', 11)",0
"('Graph66', 44)",5
"('Graph23', 159)",5
"('Graph99', 72)",1
"('Graph100', 29)",1
"('Graph6', 192)",5
"('Graph25', 161)",3
"('Graph97', 5)",1
"('Graph72', 191)",5
"('Graph30', 6)",3
"('Graph55', 41)",4
"('Graph41', 141)",4
"('Graph97', 83)",1
"('Graph83', 61)",0
"('Graph53', 23)",1
"('Graph14', 131)",3
"('Graph17', 199)",0
"('Graph79', 116)",4
"('Graph47', 86)",5
"('Graph6', 183)",5
"('Graph75', 113)",4
"('Graph61', 181)",3
"('Graph100', 178)",1
"('Graph30', 153)",3
"('Graph41', 28)",4
"('Graph94', 196)",0
"('Graph35', 168)",4
"('Graph98', 31)",1
"('Graph39', 173)",0
"('Graph53', 164)",1
"('Graph14', 18)",3
"('Graph79', 5)",4
"('Graph47', 197)",4
"('Graph80', 158)",0
"('Graph61', 36)",4
"('Graph54', 158)",0
"('Graph20', 178)",0
"('Graph81', 196)",4
"('Graph94', 43)",0
"('Graph67', 14)",0
"('Graph82', 45)",0
"('Graph39', 26)",0
"('Graph62', 81)",3
"('Graph14', 97)",3
"('Graph17', 162)",0
"('Graph1', 102)",0
"('Graph74', 138)",4
"('Graph33', 32)",3
"('Graph54', 13)",0
"('Graph81', 132)",3
"('Graph81', 183)",2
"('Graph35', 78)",4
"('Graph52', 119)",5
"('Graph13', 91)",0
"('Graph48', 4)",0
"('Graph74', 29)",3
"('Graph32', 152)",0
"('Graph18', 12)",0
"('Graph33', 177)",1
"('Graph42', 126)",4
"('Graph93', 98)",0
"('Graph81', 38)",3
"('Graph51', 165)",3
"('Graph38', 65)",4
"('Graph52', 134)",5
"('Graph13', 40)",0
"('Graph49', 196)",1
"('Graph78', 97)",5
"('Graph48', 181)",0
"('Graph88', 188)",0
"('Graph74', 108)",4
"('Graph32', 119)",0
"('Graph21', 156)",4
"('Graph34', 61)",0
"('Graph19', 189)",1
"('Graph51', 54)",3
"('Graph38', 48)",4
"('Graph13', 185)",0
"('Graph49', 119)",1
"('Graph90', 131)",5
"('Graph88', 77)",0
"('Graph67', 163)",0
"('Graph43', 73)",5
"('Graph9', 78)",1
"('Graph65', 168)",4
"('Graph34', 172)",0
"('Graph69', 171)",5
"('Graph38', 163)",4
"('Graph3', 52)",2
"('Graph84', 25)",4
"('Graph77', 61)",3
"('Graph97', 165)",1
"('Graph18', 37)",0
"('Graph92', 24)",4
"('Graph65', 63)",4
"('Graph50', 129)",5
"('Graph69', 58)",5
"('Graph12', 66)",0
"('Graph3', 197)",2
"('Graph84', 110)",4
"('Graph89', 158)",0
"('Graph77', 142)",3
"('Graph67', 132)",0
"('Graph23', 79)",5
"('Graph5', 107)",3
"('Graph8', 189)",0
"('Graph91', 27)",1
"('Graph37', 29)",3
"('Graph50', 16)",5
"('Graph11', 138)",5
"('Graph85', 162)",0
"('Graph28', 45)",5
"('Graph89', 33)",0
"('Graph17', 100)",0
"('Graph4', 161)",2
"('Graph44', 17)",4
"('Graph23', 169)",4
"('Graph8', 44)",5
"('Graph62', 142)",3
"('Graph29', 94)",4
"('Graph37', 142)",2
"('Graph19', 75)",0
"('Graph2', 10)",2
"('Graph85', 61)",1
"('Graph76', 65)",0
"('Graph27', 75)",4
"('Graph59', 175)",0
"('Graph91', 111)",1
"('Graph4', 16)",2
"('Graph44', 190)",4
"('Graph63', 100)",0
"('Graph8', 95)",0
"('Graph36', 74)",1
"('Graph57', 105)",0
"('Graph2', 153)",4
"('Graph17', 186)",0
"('Graph45', 122)",3
"('Graph81', 44)",3
"('Graph10', 172)",2
"('Graph29', 73)",5
"('Graph27', 100)",4
"('Graph73', 50)",4
"('Graph31', 131)",5
"('Graph16', 52)",3
"('Graph57', 135)",0
"('Graph10', 59)",0
"('Graph96', 15)",0
"('Graph86', 93)",2
"('Graph16', 113)",3
"('Graph46', 163)",5
"('Graph7', 58)",3
"('Graph24', 169)",5
"('Graph73', 131)",5
"('Graph31', 48)",0
"('Graph64', 52)",1
"('Graph96', 158)",0
"('Graph99', 138)",1
"('Graph15', 135)",0
"('Graph58', 94)",4
"('Graph24', 58)",3
"('Graph17', 133)",0
"('Graph56', 68)",1
"('Graph40', 34)",4
"('Graph68', 49)",1
"('Graph95', 94)",0
"('Graph66', 131)",5
"('Graph99', 27)",3
"('Graph87', 171)",5
"('Graph15', 24)",0
"('Graph6', 117)",2
"('Graph46', 77)",4
"('Graph72', 76)",3
"('Graph30', 91)",2
"('Graph55', 132)",4
"('Graph24', 129)",1
"('Graph40', 179)",4
"('Graph87', 138)",5
"('Graph64', 31)",0
"('Graph66', 16)",5
"('Graph53', 106)",3
"('Graph100', 49)",1
"('Graph28', 84)",0
"('Graph90', 76)",3
"('Graph75', 140)",4
"('Graph72', 163)",5
"('Graph30', 42)",2
"('Graph55', 53)",4
"('Graph41', 105)",4
"('Graph40', 192)",4
"('Graph68', 84)",0
"('Graph98', 108)",3
"('Graph14', 167)",3
"('Graph86', 107)",0
"('Graph79', 88)",4
"('Graph47', 50)",5
"('Graph75', 29)",4
"('Graph61', 145)",4
"('Graph30', 189)",3
"('Graph23', 70)",5
"('Graph35', 140)",4
"('Graph64', 122)",0
"('Graph53', 136)",1
"('Graph14', 54)",3
"('Graph1', 21)",0
"('Graph47', 161)",5
"('Graph90', 97)",5
"('Graph85', 102)",0
"('Graph27', 11)",4
"('Graph42', 176)",4
"('Graph20', 150)",0
"('Graph16', 167)",3
"('Graph94', 79)",0
"('Graph35', 61)",3
"('Graph71', 182)",4
"('Graph39', 38)",0
"('Graph78', 163)",0
"('Graph1', 130)",0
"('Graph74', 174)",4
"('Graph33', 76)",3
"('Graph28', 1)",0
"('Graph54', 105)",0
"('Graph42', 193)",5
"('Graph28', 140)",5
"('Graph20', 7)",0
"('Graph81', 91)",4
"('Graph35', 82)",4
"('Graph64', 69)",0
"('Graph52', 83)",5
"('Graph13', 71)",5
"('Graph78', 50)",5
"('Graph48', 24)",0
"('Graph74', 49)",4
"('Graph32', 132)",0
"('Graph19', 45)",0
"('Graph24', 163)",3
"('Graph42', 82)",4
"('Graph63', 173)",0
"('Graph93', 30)",0
"('Graph34', 110)",0
"('Graph51', 153)",3
"('Graph38', 101)",4
"('Graph71', 157)",5
"('Graph49', 160)",1
"('Graph67', 194)",0
"('Graph48', 137)",0
"('Graph88', 152)",0
"('Graph32', 19)",0
"('Graph18', 188)",0
"('Graph63', 10)",2
"('Graph9', 189)",1
"('Graph82', 130)",0
"('Graph34', 25)",0
"('Graph51', 42)",3
"('Graph68', 129)",0
"('Graph13', 165)",0
"('Graph49', 83)",1
"('Graph77', 72)",3
"('Graph88', 41)",0
"('Graph18', 146)",0
"('Graph43', 45)",5
"('Graph87', 85)",5
"('Graph9', 42)",1
"('Graph63', 134)",0
"('Graph34', 136)",0
"('Graph69', 71)",4
"('Graph12', 23)",1
"('Graph71', 120)",5
"('Graph3', 16)",2
"('Graph84', 61)",2
"('Graph82', 121)",0
"('Graph18', 1)",0
"('Graph5', 30)",3
"('Graph43', 188)",5
"('Graph92', 60)",1
"('Graph65', 19)",4
"('Graph24', 53)",5
"('Graph91', 174)",2
"('Graph12', 102)",1
"('Graph3', 161)",2
"('Graph84', 146)",2
"('Graph67', 199)",0
"('Graph77', 170)",3
"('Graph22', 28)",5
"('Graph5', 143)",3
"('Graph8', 145)",0
"('Graph87', 114)",5
"('Graph92', 175)",4
"('Graph37', 113)",3
"('Graph50', 116)",4
"('Graph11', 166)",5
"('Graph68', 200)",0
"('Graph71', 39)",4
"('Graph28', 49)",0
"('Graph89', 5)",0
"('Graph59', 194)",0
"('Graph4', 77)",2
"('Graph44', 13)",4
"('Graph70', 4)",3
"('Graph36', 191)",1
"('Graph11', 55)",5
"('Graph2', 118)",2
"('Graph29', 143)",5
"('Graph76', 125)",5
"('Graph59', 83)",0
"('Graph45', 175)",3
"('Graph4', 60)",0
"('Graph44', 154)",4
"('Graph36', 46)",3
"('Graph57', 69)",0
"('Graph86', 159)",0
"('Graph2', 133)",5
"('Graph71', 2)",5
"('Graph21', 10)",4
"('Graph59', 36)",0
"('Graph45', 94)",3
"('Graph73', 69)",4
"('Graph10', 200)",0
"('Graph29', 109)",5
"('Graph58', 156)",4
"('Graph24', 196)",3
"('Graph90', 1)",5
"('Graph31', 159)",0
"('Graph87', 36)",5
"('Graph10', 87)",0
"('Graph96', 43)",0
"('Graph86', 113)",3
"('Graph16', 77)",3
"('Graph46', 143)",5
"('Graph7', 94)",3
"('Graph82', 74)",0
"('Graph73', 167)",4
"('Graph31', 12)",0
"('Graph95', 125)",0
"('Graph56', 57)",1
"('Graph22', 91)",4
"('Graph96', 186)",0
"('Graph24', 161)",1
"('Graph60', 57)",3
"('Graph58', 66)",5
"('Graph46', 56)",4
"('Graph80', 166)",0
"('Graph24', 38)",3
"('Graph56', 168)",1
"('Graph40', 6)",4
"('Graph95', 114)",0
"('Graph87', 14)",5
"('Graph16', 25)",3
"('Graph15', 60)",0
"('Graph25', 128)",3
"('Graph6', 9)",5
"('Graph25', 154)",3
"('Graph68', 106)",0
"('Graph30', 127)",3
"('Graph55', 96)",4
"('Graph41', 186)",4
"('Graph40', 151)",3
"('Graph66', 116)",4
"('Graph28', 166)",0
"('Graph53', 78)",3
"('Graph60', 28)",3
"('Graph47', 111)",4
"('Graph75', 168)",4
"('Graph21', 142)",4
"('Graph72', 199)",5
"('Graph60', 187)",3
"('Graph55', 17)",4
"('Graph41', 85)",4
"('Graph67', 182)",0
"('Graph94', 141)",0
"('Graph98', 72)",3
"('Graph65', 104)",4
"('Graph79', 60)",4
"('Graph47', 30)",2
"('Graph75', 57)",4
"('Graph61', 125)",4
"('Graph30', 161)",3
"('Graph19', 154)",1
"('Graph80', 78)",0
"('Graph35', 144)",4
"('Graph28', 65)",5
"('Graph14', 90)",3
"('Graph1', 49)",0
"('Graph47', 141)",2
"('Graph100', 68)",3
"('Graph33', 31)",3
"('Graph54', 198)",0
"('Graph42', 148)",4
"('Graph20', 106)",0
"('Graph81', 140)",4
"('Graph94', 99)",0
"('Graph35', 1)",4
"('Graph52', 44)",5
"('Graph39', 66)",0
"('Graph78', 143)",5
"('Graph1', 158)",0
"('Graph74', 194)",3
"('Graph33', 104)",1
"('Graph54', 117)",0
"('Graph42', 37)",4
"('Graph20', 27)",0
"('Graph67', 171)",0
"('Graph52', 191)",5
"('Graph13', 99)",0
"('Graph78', 30)",0
"('Graph48', 124)",0
"('Graph74', 85)",3
"('Graph32', 160)",0
"('Graph19', 9)",0
"('Graph70', 148)",4
"('Graph21', 165)",4
"('Graph93', 58)",0
"('Graph34', 74)",0
"('Graph51', 125)",3
"('Graph38', 121)",5
"('Graph100', 47)",1
"('Graph49', 188)",2
"('Graph80', 22)",0
"('Graph25', 31)",3
"('Graph32', 63)",0
"('Graph26', 139)",1
"('Graph43', 114)",4
"('Graph9', 153)",1
"('Graph82', 174)",0
"('Graph93', 139)",0
"('Graph64', 184)",1
"('Graph69', 148)",4
"('Graph51', 14)",3
"('Graph68', 189)",0
"('Graph3', 99)",1
"('Graph49', 47)",2
"('Graph77', 100)",4
"('Graph88', 21)",0
"('Graph100', 138)",1
"('Graph11', 167)",5
"('Graph43', 1)",5
"('Graph26', 58)",5
"('Graph9', 54)",1
"('Graph65', 96)",4
"('Graph34', 148)",0
"('Graph69', 99)",5
"('Graph83', 88)",0
"('Graph12', 11)",0
"('Graph84', 33)",4
"('Graph25', 52)",3
"('Graph18', 109)",0
"('Graph5', 34)",3
"('Graph43', 144)",5
"('Graph92', 64)",4
"('Graph37', 36)",3
"('Graph23', 5)",3
"('Graph12', 154)",1
"('Graph85', 155)",0
"('Graph3', 141)",2
"('Graph84', 182)",4
"('Graph99', 169)",1
"('Graph79', 79)",3
"('Graph5', 147)",3
"('Graph91', 152)",3
"('Graph62', 185)",3
"('Graph92', 179)",4
"('Graph37', 85)",3
